Job ID,Job Title,Company Name,Footer Placeholder Label,Tags and Skills,Experience,Salary,Location,Job Description,Scraped Date,Min Salary,Max Salary,Min Experience,Max Experience,Posted Days Ago
181224501891,interior designer,rishi architect,30 days ago,"Design development, Interiors, Design, Interior designing, Development",4 9 yrs,not disclosed,vadodara,designers must also report issues to the project manager and attend meetings with them,2025 04 03,Not Specified,Not Specified,4.0,9.0,30
181024502101,interior designer,m tech enterprises,30 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",1 4 yrs,not disclosed,new delhi,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,1.0,4.0,30
171024502709,interior designer,olive space interiors,30 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",1 4 yrs,not disclosed,hyderabad,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,1.0,4.0,30
170524500982,interior designer,ini design studio,30 days ago,"Basic, Architecture, AutoCAD, Illustrator, CAD, Bim, REVIT, 3D Studio Max",4 6 yrs,not disclosed,ahmedabad,"requires a bachelor s and or master s degree in interior design,architecture,or foreign equivalent6 years experience experience after graduation requiredrequired skills proficiency in revit is preferred igbc ap,leed ap,griha preferred",2025 04 03,Not Specified,Not Specified,4.0,6.0,30
161024503299,interior designer,admire tech vision,30 days ago,"Architecture, AutoCAD, REVIT, Photoshop, 3DSmax, Design, 3ds Max, Interiors",1 2 yrs,not disclosed,nagpur,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,1.0,2.0,30
161020501006,interior designer,royal interior architectural,30 days ago,"3D, Urban planning, CAD, Architectural design, Interior designing, Planning, Architecture, Design",1 5 yrs,not disclosed,ahmedabad,experiance 1 to 5 years job description conceptual architecture design exterior and interior visualizations 3d walkthroughs and animations rendered colored site plans interior design urban planning maps technical cad drawings,2025 04 03,Not Specified,Not Specified,1.0,5.0,30
160817500567,interior designer,streamsource services,30 days ago,"ERP, MS Data management, Succession Planning, Reports, Talent Management, Human Resources, Recruitment, Talent Acquisition",2 7 yrs,not disclosed,bengaluru,"space planning , design development , client interactions , on time design delivery , cordination with design and project teams , etc",2025 04 03,Not Specified,Not Specified,2.0,7.0,30
141024501702,interior designer,decotales,30 days ago,"architectural design, interior designing, 3ds max, ux, adobe creative suite, user interface designing, photoshop, sketchup",1 4 yrs,not disclosed,bengaluru,"decotales is looking for interior designer to join our dynamic team and embark on a rewarding career journey creating visual concepts and designs for a wide range of media, including websites, print materials, social media, and marketing campaigns collaborating with clients and other team members to understand project requirements and objectives developing detailed design plans and sketches, and creating digital mock ups and prototypes utilizing design software such as adobe creative suite to create high quality designs presenting design concepts and prototypes to clients and stakeholders for feedback and approval revising and iterating on designs based on feedback and client requirements managing multiple design projects and meeting deadlines staying up to date with the latest design trends and techniques providing guidance and support to junior designers and other team members as needed maintaining a high level of professionalism and ethical conduct in all interactions with clients and team members",2025 04 03,Not Specified,Not Specified,1.0,4.0,30
140125502597,interior designer,aark spaces,30 days ago,"3D, Software design, AutoCAD, adobe creative suite, HTML, Budgeting, Management, Interior designing",3 8 yrs,not disclosed,chennai,bachelor s degree in interior design or related fieldminimum 3 years of experience in residential or commercial interior design,2025 04 03,Not Specified,Not Specified,3.0,8.0,30
130924501044,interior designer,truww,30 days ago,"architectural design, interior designing, 3ds max, vray, photoshop, sketchup, autocad, autocad 2d",4 8 yrs,not disclosed,bengaluru,adhere to company policies that ensure smooth customer experience,2025 04 03,Not Specified,Not Specified,4.0,8.0,30
130924501043,interior designer hosa,truww,30 days ago,"architectural design, interior designing, 3ds max, vray, photoshop, sketchup, autocad, autocad 2d",4 8 yrs,not disclosed,bengaluru,adhere to company policies that ensure smooth customer experience,2025 04 03,Not Specified,Not Specified,4.0,8.0,30
130325504341,interior designers,edi living,20 days ago,"Architecture, Interior designing, business training, Interiors, Training, Design",3 5 yrs,not disclosed,"kochi, coimbatore","qualifications engineering,technical graduate or from any kind of business training field with minimum 3 5 years experience should have driving license the candidate should find out potential clients and to bring more credible interior fit out and furniture orders thus able to make the companies market share into next stage",2025 04 03,Not Specified,Not Specified,3.0,5.0,20
130225507185,interior designer,i think interiors,30 days ago,"Software design, interior architecture, VRAY, Interior designing, Photoshop, 3DSmax, Interiors, Architecture",2 7 yrs,not disclosed,"guwahati, raigarh","diploma or certificate in interior design,bachelor s degree in interior design,interior architecture or other applicable area of study demonstrable design experience in the form of a portfolio,website,photographs or other of minimum 01 02 years",2025 04 03,Not Specified,Not Specified,2.0,7.0,30
130225507182,lead interior designer,i think interiors,30 days ago,"Networking, AutoCAD, Google Sketchup, MS Office, Photoshop, VRAY, Interior designing, Team building",5 10 yrs,not disclosed,"guwahati, raigarh","ability networking to generate business job type full time salary 30,000 35,000 per month education higher secondary 12th pass preferred experience total work 5 years preferred interior design 5 years preferred good knowledge of measurements and specifications good communication skills in assamese,hindi english",2025 04 03,Not Specified,Not Specified,5.0,10.0,30
130225500407,interior designer,innovatecture,30 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",2 4 yrs,not disclosed,bengaluru,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,2.0,4.0,30
130125502167,interior designer,nbp interiors jaipur,30 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",2 5 yrs,not disclosed,jaipur,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,2.0,5.0,30
121224502169,interior designer,thomar interiors,30 days ago,"Interior designing, Interiors, Design",3 8 yrs,not disclosed,thiruvananthapuram,"works with clients to determine initial goals and requirements for the space to be designed collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished analyzes movement and use patterns of the space",2025 04 03,Not Specified,Not Specified,3.0,8.0,30
120724501658,commercial interior designer,niifd,30 days ago,"Commercial Interior Designer, Interiors, Commercial, Interior designing, Design",2 5 yrs,not disclosed,thane,"niifd is looking for commercial interior designer to join our dynamic team and embark on a rewarding career journey develop and present interior design concepts for commercial spaces collaborate with clients to understand their requirements create detailed drawings and 3d renderings select and source materials, furniture, and decor oversee project implementation and ensure design integrity manage project timelines and budgets conduct site visits and coordinate with contractors",2025 04 03,Not Specified,Not Specified,2.0,5.0,30
111124501447,join radial code as a interior designer,radial code,30 days ago,"Software design, Automation, PDF, AutoCAD, adobe creative suite, Technical design, Healthcare, Management",3 8 yrs,not disclosed,hisar,benefit from a day shift with fixed working hours for a balanced work life schedule only pdf files are allowedcandidates with at least 3 years of experience in interior design and a serious commitment to the job will be considered key responsibilities,2025 04 03,Not Specified,Not Specified,3.0,8.0,30
111122500634,interior designer,make my house,starts in 1 3 months,N/A,n a,unpaid,indore,"experience 6 months 2 years freshers can apply for internship training autocad,interior designing,project management,client handling,sketchup,3ds max preferred",2025 04 03,Not Specified,Not Specified,Not Specified,Not Specified,90
111024501991,interior designer,delusion interior,30 days ago,"Interior Designer, Interior designing, Design, Interiors",1 4 yrs,not disclosed,dehradun,"requirements this is placeholder text to change this content, double click on the element and click change content to manage all your collections, click on the content manager button in the add panel on the left this is placeholder text to change this content, double click on the element and click change content to manage all your collections, click on the content manager button in the add panel on the left this is placeholder text to change this content, double click on the element and click change content to manage all your collections, click on the content manager button in the add panel on the left this is placeholder text to change this content, double click on the element and click change content to manage all your collections, click on the content manager button in the add panel on the left",2025 04 03,Not Specified,Not Specified,1.0,4.0,30
110724502806,interior designer,oq lavish interior designs,30 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",2 7 yrs,not disclosed,hyderabad,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,2.0,7.0,30
110325015193,interior designer,mahavastu corporation,22 days ago,"Sketchup, Detailing, AutoCAD 3D, Hand Drafting, Interior Designing, Drawing, Drafting Deeds, AutoCAD",1 6 yrs,3 5 lacs pa,delhi ncr saket,"the ideal candidate should have a keen eye for aesthetics,strong technical skills,and the ability to transform spaces while aligning with vastu principles experience 1 6 year salary 3lpa 5lpagood communication and presentation skills",2025 04 03,300000.0,500000.0,1.0,6.0,22
100524501677,interior designer,pioneer property zone services,30 days ago,"Design development, HR, Development, Interior designing, Interiors, Design, Hrsd",5 10 yrs,not disclosed,new delhi,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,5.0,10.0,30
100125503346,interior designer,rak interiors,30 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",2 5 yrs,not disclosed,"kochi, thrissur, kozhikode, thiruvananthapuram","collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,2.0,5.0,30
100125500784,interior designer,aakruthi interiors,30 days ago,"Interior Designer, Design, Interiors, Interior designing",2 3 yrs,not disclosed,bengaluru,"ergonomics ensure that the design is not only aesthetically pleasing but also functional and comfortable,taking into account the needs of those using the space design conceptualization and mood boards design styles research and propose design styles that align with the client s preferences,whether contemporary,modern,traditional,or eclectic",2025 04 03,Not Specified,Not Specified,2.0,3.0,30
091118500162,interior designer,archimedes india associates,30 days ago,"Interior Designer, Interiors, Design, Interior designing",2 7 yrs,not disclosed,bengaluru,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,2.0,7.0,30
091024500744,interior designer,studio lotus,30 days ago,"Team leading, AutoCAD, Illustrator, CAD, MEP, Photoshop, MS Office, Lotus",1 3 yrs,not disclosed,new delhi,"must have an eye for detail and quality output ability to learn,improve knowledge and skills required to meet the expectations of the role",2025 04 03,Not Specified,Not Specified,1.0,3.0,30
090125501376,interior designer,edifice technologies,30 days ago,"Hospitality, Civil, Interior designing, Interiors, Design",10 15 yrs,not disclosed,greater noida,"space planning plan and optimize the layout of spaces to ensure maximum functionality,safety,and aesthetic appeal,considering factors such as traffic flow,lighting,and furniture placement",2025 04 03,Not Specified,Not Specified,10.0,15.0,30
081223500183,interior designer,shubhashish homes shubhashish builders developers,30 days ago,"Supervisor, SAN, Usage, Head Business Development, Compliance, SOC, SMS, Research",5 10 yrs,not disclosed,jaipur,"undertake design project from concept to completion define project requirements and schedule during the brief interpret and translate customer needs into rough plans set costs and project fees according to budget research and decide on materials and products sourcing produce sample and mood products supervise work progress work closely with designers, decorators, architects and constructors",2025 04 03,Not Specified,Not Specified,5.0,10.0,30
081222502141,interior designer,badakar interiors automation pvt ltd,30 days ago,"Architect, Costing, Architecture, AutoCAD, Project documentation, Mechanical, Interior designing, Design",2 3 yrs,not disclosed,bengaluru,should be good in 2d drawings autocad desired candidate profile we are looking for a candidate having 2 3 years of experience in furniture industryhaving hands on experience in preparing furniture drawings,2025 04 03,Not Specified,Not Specified,2.0,3.0,30
080824500475,interior designers,landscapes india,30 days ago,"architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup, autocad",2 5 yrs,not disclosed,ahmedabad,4 willing to work in a fast paced environment 5 be good with design and communication skills,2025 04 03,Not Specified,Not Specified,2.0,5.0,30
080724503099,interior designer,neomen designers,30 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",1 4 yrs,not disclosed,noida,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,1.0,4.0,30
071222502452,interior designer,blue tokai coffee roasters,30 days ago,"POP, Retail, Operations management, French, Illustrator, Time management, Budgeting, Photoshop",4 9 yrs,not disclosed,new delhi,education and skills required at least a bachelors degree in interior design from an accredited institution work experience of at least 4 yearspreferably experience of designing cafesprior experience of having designed fb outlets and retail spaces,2025 04 03,Not Specified,Not Specified,4.0,9.0,30
070824500137,interior designer,bold business,30 days ago,"Sales Staff, Sales, AutoCAD, Project documentation, Billing, Programming, REVIT, MS Office",3 5 yrs,not disclosed,remote,"we are seeking a dedicated interior designer to join our team to provide design and consultative services to clients and internal sales staff the designer is a valued professional member of the team, bringing knowledge, aesthetics, and creative ideas that improve company results through workstyles, trends, products, and space key responsibilities attend client meetings or planning sessions to review project scope and assess programming needs review documents and analyze building plans and site conditions to ensure accurate space representation conducts field measurements, existing furniture inventories, and code analysis develop or present space plans and furniture typicals that address the programming needs analysis select or develop and present color and finish options including presentation boxes as needed responsible for the development and accuracy of project drawings and furniture specifications required to self check all project documents drawings, specs, renderings produced by design prior to being issued to the team or client and incorporate all changes received assist in obtaining client written signature approvals on all final plans responsible for transmitting complete and accurate project documentation to the team for order entry and installation provide working drawings to third party contractors as needed firm, gc, electrical sub, it, etc review final installation with the project manager and update drawings with as built conditions for record able to estimate time to complete project and scope of work for budgetary purposes and complete a weekly timesheet for accurate billing fluent in autocad, cet designer, revit, and project spec working knowledge of codes, ada, ergonomics, technology integration, leed, well building participating in company lead events collaborate with internal departments and external resources on project scope and plans provide timely and accurate complete information for clients vendors attend or seek out training opportunities to support account and personal growth extensive knowledge of product lines, features, applications, and technical capabilities other duties as assigned why we think this job is great it s a 100 remote position where you ll work from home you ll have the resources you need to learn, lead, and deliver results qualifications bachelor s degree in interior design or similar field 3 5 yrs commercial furniture sales experience or similar 8 10 yrs for sr designer exceptional attention to detail and a great listener ability to work in a fast paced environment with simultaneous projects and challenging deadlines ability to learn and adapt to new software technologies proficient skills in autocad, cet, revit project spec and ms office outlook, word, excel, powerpoint desire to work in a collaborative, innovative, and team oriented environment ability to support a work from home setup own pc laptop internet speed at least 15 mbps download, 10 mbps upload",2025 04 03,Not Specified,Not Specified,3.0,5.0,30
070524501296,interior designer,design symposium,30 days ago,"Architecture, AutoCAD, furniture design, Interior designing, Design, Furniture, Interiors",2 10 yrs,not disclosed,new delhi,"interior designer experienced in high end residential projects and furniture design qualification barch diploma in interiors experience 2 10 years candidates who have good hold on auto cad,sketch up,making presentation drawings,design,detail and boq",2025 04 03,Not Specified,Not Specified,2.0,10.0,30
070325502516,interior designer,yash interio,26 days ago,"Interior Designer, Interiors, Design, Interior designing",4 5 yrs,not disclosed,new delhi,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,4.0,5.0,26
070325019423,interior designer gurgaon,paracoat products,26 days ago,"AutoCAD, Interior Designing, Design Development, Architectural acoustics, Acoustic, Project Coordination, Design, Coordination",5 6 yrs,4 4 75 lacs pa,gurugram,essential bachelors degree in interior design or architecture desirable pg diploma masters in interior design or architecture ensure timely replenishment of required inventory,2025 04 03,400000.0,7500000.0,5.0,6.0,26
070125504025,interior designer,the lakhani group,30 days ago,"Hospitality, 3D, Software design, Construction, Architecture, AutoCAD, Conceptualization, Management",5 10 yrs,not disclosed,hyderabad,immediate availability required join us in shaping the interiors of tomorrows most luxurious hotels 5 to 10 years of proven experience in designing interiors for luxury hotels 5 to 10 years of experience,2025 04 03,Not Specified,Not Specified,5.0,10.0,30
061124503960,interior designer,aertsen living,30 days ago,"Sales, Architecture, Project documentation, Project management, CAD, Commi, Customer experience, Interior designing",2 3 yrs,not disclosed,hyderabad,"facilitate the onboarding process for new clients comprehensively explain the design process to clients, ensuring transparency and setting realistic expectations attend the design kickoff meeting at the site alongside the sales manager for effective knowledge transfer create and communicate a detailed design phase timeline to clients, outlining key milestones to track project progress engage in thoughtful and detailed discussions with clients, understanding both their functional and aesthetic requirements for home interiors develop tailored design concepts that align with clients specific needs, accompanied by detailed quotations that establish clear budget boundaries for each proposal ensure a cohesive integration of creative vision with technical feasibility, fostering effective communication and synergy between design aesthetics and operational functionality collaborate seamlessly with the sales, 3d visualization, kws and operations teams to translate conceptual designs into practical and executable plans development of detailed design drawings provide specifications for brand, model, and make of raw materials and hardware proposed in the design work closely with the project management team to ensure technical compliance of proposed designs with on site conditions ensure accurate project documentation in the crm tool through daily updates adhere to and uphold the established design and technical standards of aertsen living participate in training sessions and workshops to stay informed about any updates or changes to design and technical standards take responsibility for the accuracy and precision of all design documentation and drawings embrace a proactive approach in identifying and resolving potential design standard challenges demonstrate a commitment to excellence in design execution and uphold the reputation of aertsen living in the industry",2025 04 03,Not Specified,Not Specified,2.0,3.0,30
060924502999,interior designer,rashmi engicon,30 days ago,"Interpersonal skills, Software design, Quality standards, Client satisfaction, AutoCAD, adobe creative suite, Cost estimation, Budgeting",2 3 yrs,not disclosed,ahmedabad,"bachelors degree in interior design,architecture,or a related fieldminimum 2 3 years of experience in interior design,with a proven track record of successful project execution",2025 04 03,Not Specified,Not Specified,2.0,3.0,30
060420500063,interior designer,fabmodula interiors,30 days ago,"Budgeting, VRAY, Interior designing, 3DSmax, Design, 3ds Max, Interiors",1 3 yrs,not disclosed,bengaluru,"well versed in use of following software select furniture,materials,decor and finishes while keeping within the budget qualification and experience 1 3 years experience in interior designing",2025 04 03,Not Specified,Not Specified,1.0,3.0,30
060323501067,interior designer,pencil amp monk,30 days ago,"CAD, Photoshop, 3DSmax, Design, Interior designing, 3ds Max, Interiors",1 3 yrs,not disclosed,chennai,"pencil monk is a space experiential design firm and our happy place the organization is a platform for exploration, enthusiasm and excellence here even the walls speak design you will look at spaces and learn to come up with solutions that will make it better in style and design competence tool one portfolio you carry a portfolio and flaunt your skills through your work tool two design understanding you have a flare for design and want to learn more about the different styles tool three software proficiency you know adobe photoshop and cad extra marks if you know 3ds max outcomes you will have a daily or weekly schedule you ll learn to do cad drawings, create mood boards, and help with sourcing of materials",2025 04 03,Not Specified,Not Specified,1.0,3.0,30
060125507944,virtual interior designer,sampoorna consultants,30 days ago,"Lighting design, Construction, Compliance, Architecture, AutoCAD, E-commerce, REVIT, Merchandising",3 6 yrs,not disclosed,bengaluru,proficient knowledge of 3d visualization ability and working knowledge of the elements and principles of design strong experience with lighting design preferred,2025 04 03,Not Specified,Not Specified,3.0,6.0,30
060125503744,interior designer,global furnovate,30 days ago,"3D, Software design, Construction, Usage, Architecture, Budgeting, Manager Quality Control, Interior designing",1 3 yrs,not disclosed,bengaluru,"bachelor s degree in interior design,architecture,or related field proficiency in space planning,architecture,and construction drawings strong knowledge and experience in interior design experience in 3d visualization and design software is a plus",2025 04 03,Not Specified,Not Specified,1.0,3.0,30
060125503016,interior designer,aspirea,30 days ago,"Interior Designer, Interior designing, Design, Interiors",1 4 yrs,not disclosed,new delhi,"transform spaces with creativity and flair as an interior designer, blending aesthetics and functionality to craft inspiring environments",2025 04 03,Not Specified,Not Specified,1.0,4.0,30
051224505012,interior designer,greywood interiors,30 days ago,"Client handling, 3D, Software design, AutoCAD, Budgeting, Interior designing, Design, Client",2 4 yrs,not disclosed,agra,"bachelor s degree or diploma in interior design or a related fieldrequired skills and qualifications 2 years of experience in interior design,with a strong portfolio of completed projects",2025 04 03,Not Specified,Not Specified,2.0,4.0,30
050923500897,interior designer,avr retail,30 days ago,"Concept development, Research, Interior designing, Design, Development, Interiors, Concepts",5 10 yrs,not disclosed,gurugram,work with interior design team to develop design solutions research concepts and materials to support design team on technical issues influencing concept development conduct on site observations and provide recommendations to help streamline ongoing design projects prepare and participate in client presentations,2025 04 03,Not Specified,Not Specified,5.0,10.0,30
050724501877,interior designer,"space design furniture and fixtures i pvt ltd, bangalore",30 days ago,"furnishing, interior designing, 3ds max, wallpaper, accessories, photoshop, furniture design, mood board",2 6 yrs,not disclosed,bengaluru,"space design furniture and fixtures i pvt ltd, bangalore is looking for interior designer to join our dynamic team and embark on a rewarding career journey client consultation meeting with clients to discuss their requirements, preferences, and design objectives for the space space planning developing floor plans and layouts to optimize the use of available space, taking into consideration traffic flow, functionality, and accessibility concept development creating design concepts and mood boards that reflect the desired style, color schemes, and overall aesthetic of the interior selection of materials and furnishings choosing appropriate materials, furniture, fixtures, and accessories to match the design concept while considering budget constraints and client preferences color coordination selecting and coordinating color schemes, paint, wallpaper, and finishes to create a harmonious and cohesive look lighting design planning and specifying the lighting scheme to achieve the desired ambiance and functionality of the space custom design elements designing custom furniture, cabinetry, built in shelving, or other bespoke elements to meet specific design and space requirements code compliance ensuring that the design complies with building codes, regulations, and safety standards",2025 04 03,Not Specified,Not Specified,2.0,6.0,30
050416500020,interior designer,design atelier,30 days ago,"s, detailing, major, documents, hospitality, project, office, interior designer",2 7 yrs,not disclosed,delhi,"requirements shall excel at presentations and construction documents and building services coordination and project detailing quality drawings and presentation experience in hospitality, retail, restaurants, and office design will be the major consideration",2025 04 03,Not Specified,Not Specified,2.0,7.0,30
050325012297,interior designer,nail hammer,20 days ago,"Sketchup, 3Ds Max, Interior Architecture, AutoCAD 2D, VRAY, Interior Designing, 2D, Architecture",1 6 yrs,3 5 lacs pa,new delhi greater kailash 1,"understanding requirement from client and creating mood board,presentations for the clients,designing the entire project from scratch to finish including 3d design and all working drawingspreferred candidate profile graduate in interior or architecture with minimum 1 year of experience in 2d drawings,and 3d views,should be strong in 3ds max,sketchup,vray,",2025 04 03,300000.0,500000.0,1.0,6.0,20
041224503267,interior designer,hindland infrastructure,30 days ago,"Interior Designer, Interior designing, Design, Interiors",2 5 yrs,not disclosed,new delhi,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,2.0,5.0,30
041224503210,interior designer,grotto world,30 days ago,"Interior Designer, Design, Interior designing, Interiors",2 4 yrs,not disclosed,new delhi,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,2.0,4.0,30
041224503205,interior designer,vidhitsa design studio,30 days ago,"Interior Designer, Design, Interior designing, Interiors",2 6 yrs,not disclosed,gurugram,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,2.0,6.0,30
040624500518,interior designer,design worx,30 days ago,"furnishing, interior designing, 3ds max, wallpaper, accessories, photoshop, furniture design, mood board",1 3 yrs,not disclosed,new delhi,"client consultation meeting with clients to discuss their requirements, preferences, and design objectives for the space space planning developing floor plans and layouts to optimize the use of available space, taking into consideration traffic flow, functionality, and accessibility concept development creating design concepts and mood boards that reflect the desired style, color schemes, and overall aesthetic of the interior selection of materials and furnishings choosing appropriate materials, furniture, fixtures, and accessories to match the design concept while considering budget constraints and client preferences color coordination selecting and coordinating color schemes, paint, wallpaper, and finishes to create a harmonious and cohesive look lighting design planning and specifying the lighting scheme to achieve the desired ambiance and functionality of the space custom design elements designing custom furniture, cabinetry, built in shelving, or other bespoke elements to meet specific design and space requirements code compliance ensuring that the design complies with building codes, regulations, and safety standards",2025 04 03,Not Specified,Not Specified,1.0,3.0,30
040325023753,interior designer,uk interia,29 days ago,"AutoCAD 3D, Interiors, AutoCAD 2D, 3Ds Max, Interior Designing, Sketchup, Residential, Presentation Drawings",3 8 yrs,not disclosed,gurugram south city 1,bachelors degree or diploma in interior design or a related fieldexperience 3 8 years company uk interia pvt ltd website www theinteria com we are looking for a creative and detail oriented interior designer with 2 8 years of experience to join our dynamic teamcompetitive salary based on experience,2025 04 03,Not Specified,Not Specified,3.0,8.0,29
031224508492,interior designer,eduberance,30 days ago,"Project management, Research, Interior designing, Project, Management, Interiors, Design",1 4 yrs,not disclosed,ahmedabad,"interior designing is the art of designing interior furniture,furnishings,design patterns,colour combinations to meet the demand of customized solutions and the one who takes interior designing as a full time career is known as an interior designer an interior designer has to research well,develop conceptual ideas and plan effectively to bring out a desired product for her clients",2025 04 03,Not Specified,Not Specified,1.0,4.0,30
031224507172,interior designer,gks design group,30 days ago,"Interior Designer, Design, Interior designing, Interiors",5 7 yrs,not disclosed,new delhi,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,5.0,7.0,30
031224506914,interior designer,acel rivers design studio,30 days ago,"Software design, AutoCAD, furniture design, Interior designing, Design, Software, Furniture, Interiors",3 5 yrs,not disclosed,mohali,requirements bachelors degree in interior design or a related fieldminimum of 3 5 years of professional interior design experience,2025 04 03,Not Specified,Not Specified,3.0,5.0,30
031224506369,interior designer,sri nachammai cotton,30 days ago,"hospital project, Architecture, AutoCAD, Bim, Consulting, Medical services, Healthcare, REVIT",3 7 yrs,not disclosed,new delhi,"role interior designer industry type medical services hospital employment type full time,permanent role category architecture interior design education barch in architecture key skills architecture,auto cad,hospital design,3ds max,interior designing,sketchup,bim,revit,hospital planning,lumion,navisworks,internal planning,hospital project",2025 04 03,Not Specified,Not Specified,3.0,7.0,30
031224010677,interior designer,genre of design,16 days ago,"Interior Architecture, Presentation Skills, AutoCAD, Interior Designing, Ant, Architecture, Design, Presentation",5 10 yrs,3 5 lacs pa,new delhi sarvodaya enclave,proven working experience in decorating interior spaceshands on experience with autocad,2025 04 03,300000.0,500000.0,5.0,10.0,16
030123501877,interior designer elaan interiors,elaan interiors,30 days ago,"PDF, AutoCAD, Illustrator, Time management, Research, Interior designing, 3DSmax, 3ds Max",1 5 yrs,not disclosed,hyderabad,"hands on experience with autocad,sketchup,3d max,illustrator or other design programs proven working experience in decorating interior spaces",2025 04 03,Not Specified,Not Specified,1.0,5.0,30
021224501996,interior designer,utopia designs,30 days ago,"furnishing, architectural design, interior designing, 3ds max, photoshop, furniture design, sketchup, autocad",3 7 yrs,not disclosed,surat,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,3.0,7.0,30
020724501294,interior designer,total interiors solutions,30 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",5 10 yrs,not disclosed,gurugram,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,5.0,10.0,30
020724500914,interior designer,truww,30 days ago,"Client handling, 3D, MIN, Ergonomics, Customer experience, Budgeting, VRAY, Revenue collection",2 6 yrs,not disclosed,bengaluru,"adhere to company policies that ensure smooth customer experiencethe role is directly linked with revenue collection client experience,thus ensuring the projected revenue targets are achieved on time",2025 04 03,Not Specified,Not Specified,2.0,6.0,30
020615500208,interior designer,design atelier,30 days ago,"Designer, piping, Design Engineering, construction, site engineer, Structure, engineer, autocad",2 7 yrs,not disclosed,new delhi,"role requirements shall excel at presentations and construction documents and building services coordination and project detailing quality drawings and presentation experience in hospitality, retail, restaurants, and office design will be the major consideration",2025 04 03,Not Specified,Not Specified,2.0,7.0,30
020424500775,interior designer,saventure infra tech,30 days ago,"Accessories, Lighting design, Customer service orientation, AutoCAD, Concept development, CAD, REVIT, Scheduling",1 4 yrs,not disclosed,bengaluru,"bachelor s degree in interior design,architecture,or a related field or equivalent experience proven experience working as an interior designer,preferably in an interior design firm or architectural practice",2025 04 03,Not Specified,Not Specified,1.0,4.0,30
010216502082,interior designer,design atelier,30 days ago,"detailing, major, documents, design, hospitality, office, interior designer, presentations",2 5 yrs,not disclosed,new delhi,"job description requirements shall excel at presentations and construction documents and building services coordination and project detailing quality drawings and presentation experience in hospitality, retail, restaurants, and office design will be the major consideration",2025 04 03,Not Specified,Not Specified,2.0,5.0,30
280125500947,interior designer,workie consultancy,30 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",2 5 yrs,not disclosed,indore,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,2.0,5.0,30
